Work Year,Job Category,Job Title,Experience Level,Employment Type,Salary in USD,Work Setting,Company Location,Employee Residence,Company Size
2023,Data Analysis,Data Analyst,Mid-level,Full-time,110000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,232200,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,133300,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,121788,In-person,Lithuania,Lithuania,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,79032,In-person,Lithuania,Lithuania,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,178250,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,110500,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,190000,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,160000,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,216000,Remote,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,184000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,166000,Remote,Canada,Canada,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,104000,Remote,Canada,Canada,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,185000,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,79600,In-person,United States,United States,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,230000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,196000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,184000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,123000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,165600,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,65800,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,186000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,81800,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,135000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,82500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,247250,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,160000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,169000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,105500,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,195800,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,161900,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,108500,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,78800,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,225000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,166000,In-person,United States,United States,M
2023,BI and Visualization,BI Developer,Senior,Full-time,167500,In-person,United States,United States,M
2023,BI and Visualization,BI Developer,Senior,Full-time,106500,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Manager,Mid-level,Full-time,160000,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Manager,Mid-level,Full-time,110000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,120000,In-person,Canada,Canada,M
2023,Data Analysis,Data Analyst,Senior,Full-time,105000,In-person,Canada,Canada,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,110000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,87500,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,60000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,55000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,225000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,135000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,100000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,105000,Remote,Portugal,Portugal,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,95000,Remote,Portugal,Portugal,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,289800,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,214200,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,167500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,106500,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,220000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,146000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,128000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,81500,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,206000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,134000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,370000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,200000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,175000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,160000,Remote,United States,United States,M
2023,Data Management and Strategy,Data Integration Specialist,Entry-level,Full-time,240000,Remote,United States,United States,M
2023,Data Management and Strategy,Data Integration Specialist,Entry-level,Full-time,100000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,180000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,160000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,143000,In-person,Canada,Canada,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,127000,In-person,Canada,Canada,M
2023,Data Science and Research,Applied Scientist,Mid-level,Full-time,249300,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Mid-level,Full-time,149300,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,190000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,160000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,248100,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,145900,In-person,United States,United States,M
2023,Data Science and Research,Data Science Practitioner,Senior,Full-time,170200,In-person,United States,United States,M
2023,Data Science and Research,Data Science Practitioner,Senior,Full-time,83900,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,75000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,166000,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,90000,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,160000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,94100,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,226600,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,140100,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,247600,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,127300,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,260000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Analysis,Data Analyst,Senior,Full-time,156000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,124000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,200000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,132600,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Senior,Full-time,308000,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Senior,Full-time,190400,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,155000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,136000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,160000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,75000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,214500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,132600,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,111000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,104000,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,260000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Mid-level,Full-time,85000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,75000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,180250,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,118000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,212800,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,111600,In-person,United States,United States,L
2023,Data Analysis,Data Analyst,Senior,Full-time,157500,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,132500,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,85000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,75000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,93918,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,51962,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Senior,Full-time,171000,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Senior,Full-time,152000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,223600,In-person,United States,United States,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,115000,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,73100,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Developer,Mid-level,Full-time,140000,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Developer,Mid-level,Full-time,110000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,130900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,72700,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,333500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,144000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,180000,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,118200,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,354200,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,221800,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,73000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,156600,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,137200,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,149000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,65300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,187000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,180000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,119636,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,70374,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,105000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,67000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,102000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,94770,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,186000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,81800,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,133000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,58400,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,169900,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,164100,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,305600,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,172500,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,105000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,75000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Entry-level,Full-time,37573,Remote,Netherlands,Netherlands,M
2022,Data Science and Research,AI Research Engineer,Entry-level,Full-time,36940,Remote,United Kingdom,United Kingdom,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,180240,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,120160,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,212000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,93400,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,275000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,170000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,119000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,71400,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,115950,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,69570,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,225100,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,140900,Remote,United States,United States,M
2023,Data Science and Research,Data Science Consultant,Senior,Full-time,116000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Consultant,Senior,Full-time,90000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,212000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,93300,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Mid-level,Full-time,179000,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Mid-level,Full-time,144000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Entry-level,Full-time,250800,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Entry-level,Full-time,167200,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,144000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,76000,In-person,United States,United States,M
2023,Leadership and Management,Data Lead,Executive,Full-time,230000,In-person,United States,United States,M
2023,Leadership and Management,Data Lead,Executive,Full-time,180000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,156450,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,119200,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,150000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,130000,Remote,United States,United States,M
2023,Leadership and Management,Head of Data,Executive,Full-time,247500,In-person,United States,United States,M
2023,Leadership and Management,Head of Data,Executive,Full-time,172200,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Mid-level,Full-time,155000,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Mid-level,Full-time,125000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,175000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,97500,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Executive,Full-time,220000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Executive,Full-time,185000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,100000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,75000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,303050,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,202350,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Entry-level,Full-time,21593,Hybrid,Portugal,Portugal,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,201650,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,124600,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Senior,Full-time,198200,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Senior,Full-time,110200,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,212000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,93400,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,89500,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,65000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,328400,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,205600,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,184800,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,161900,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Entry-level,Full-time,85000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Entry-level,Full-time,61800,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,70748,In-person,United Kingdom,United Kingdom,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,67056,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,116000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,72500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,215000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,169850,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,225000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,180000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,147400,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,107682,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,225300,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,197400,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,160000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,136000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,204600,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,126500,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,210000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,115000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,86500,In-person,United States,United States,L
2023,Data Analysis,Data Analyst,Entry-level,Full-time,40400,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,260000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,329700,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,192351,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,280000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,160000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Mid-level,Full-time,106700,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Mid-level,Full-time,97000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,175000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,150000,Remote,United States,United States,M
2023,Leadership and Management,Data Product Manager,Senior,Full-time,145000,In-person,United States,United States,M
2023,Leadership and Management,Data Product Manager,Senior,Full-time,120000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Entry-level,Full-time,88000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Entry-level,Full-time,60000,In-person,United States,United States,M
2023,Data Management and Strategy,Data Management Specialist,Senior,Full-time,123000,In-person,United States,United States,M
2023,Data Management and Strategy,Data Management Specialist,Senior,Full-time,93593,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Senior,Full-time,276000,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Senior,Full-time,174000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,222405,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,172800,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,120350,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,74400,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,205600,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,105700,In-person,United States,United States,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,263500,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,189360,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,192000,In-person,Canada,Canada,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,124000,In-person,Canada,Canada,M
2023,Machine Learning and AI,AI Developer,Senior,Full-time,230000,In-person,United States,United States,M
2023,Machine Learning and AI,AI Developer,Senior,Full-time,124000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,148500,In-person,Canada,Canada,M
2023,Data Engineering,Data Engineer,Senior,Full-time,82500,In-person,Canada,Canada,M
2023,Data Engineering,Data Engineer,Senior,Full-time,184800,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,161900,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,310000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,206000,Remote,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,372000,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,223000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,172256,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,123040,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,95000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,80000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,131000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,110000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,148500,In-person,Canada,Canada,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,82500,In-person,Canada,Canada,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,133000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,58400,In-person,United States,United States,M
2023,Leadership and Management,Data Manager,Senior,Full-time,233500,In-person,United States,United States,M
2023,Leadership and Management,Data Manager,Senior,Full-time,146000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,300000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,130000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,280889,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,187259,In-person,United States,United States,M
2023,Machine Learning and AI,AI Architect,Senior,Full-time,305100,Remote,United States,United States,M
2023,Machine Learning and AI,AI Architect,Senior,Full-time,146900,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Entry-level,Full-time,78800,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Entry-level,Full-time,44100,In-person,United States,United States,M
2023,Machine Learning and AI,MLOps Engineer,Mid-level,Full-time,166000,In-person,United States,United States,M
2023,Machine Learning and AI,MLOps Engineer,Mid-level,Full-time,73100,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,150000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,80000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,150000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,80000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,170000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,120000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,110000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,90000,In-person,United States,United States,M
